0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
1405,5878,3084.0,5307.0,539.0,4250.0,174.0,514.0,5332.0,5868.0,2959.0,4639.0,5334.0,1815.0,3826.0,1053.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,5703,3084.0,4839.0,4957.0,1559.0,6343.0,5868.0,352.0,4773.0,1625.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,789,3942.0,6304.0,1985.0,3186.0,3678.0,1640.0,539.0,2530.0,521.0,3942.0,2917.0,4957.0,3768.0,975.0,4630.0,1414.0,5827.0,4957.0,1913.0,2933.0,3229.0,1742.0,2933.0,1714.0,6490.0,5305.0,5305.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,6291,1714.0,4591.0,5473.0,6490.0,5305.0,5868.0,521.0,3433.0,6195.0,3084.0,1136.0,4630.0,3512.0,352.0,5414.0,2245.0,1714.0,3685.0,5221.0,5868.0,4630.0,1414.0,1569.0,1208.0,2670.0,3979.0,4957.0,4599.0,2933.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3975,514,430.0,910.0,3946.0,3841.0,437.0,3084.0,5132.0,539.0,6307.0,3531.0,3770.0,1338.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,4494,2520.0,3678.0,4480.0,2621.0,6516.0,988.0,2248.0,4780.0,514.0,678.0,964.0,5868.0,616.0,4146.0,3749.0,437.0,3678.0,1903.0,5595.0,3782.0,4900.0,514.0,1999.0,3758.0,437.0,3.0,3284.0,514.0,6249.0,933.0,437.0,2990.0,1625.0,5868.0,4630.0,521.0,5703.0,721.0,1714.0,1634.0,5305.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4576,6190,514.0,2359.0,437.0,5868.0,2651.0,5079.0,2854.0,514.0,2215.0,437.0,5868.0,4630.0,4939.0,3678.0,3846.0,1867.0,836.0,3138.0,1598.0,1338.0,1075.0,5868.0,2213.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,3588,4148.0,236.0,4494.0,521.0,4548.0,2401.0,3084.0,2605.0,1075.0,4117.0,4876.0,3930.0,5868.0,4630.0,521.0,382.0,4630.0,521.0,5278.0,2826.0,4494.0,5088.0,4435.0,3084.0,2848.0,2171.0,1075.0,3841.0,4630.0,2605.0,1075.0,678.0,132.0,5868.0,5000.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,616,5305.0,4494.0,1625.0,4957.0,2972.0,4152.0,5868.0,521.0,4510.0,3084.0,5170.0,2670.0,4591.0,4020.0,4630.0,2473.0,4957.0,6078.0,2933.0,1714.0,1634.0,5305.0,2990.0,2502.0,6482.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,896,3186.0,5868.0,521.0,3361.0,382.0,3084.0,1971.0,2171.0,3841.0,3841.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
